"id","uid","available_power","total_runtime","utilized_power","water_yield","created_at"
"182868","865357062793227","1308","0","0","0","2025-09-24 08:55:54"
"182869","865357060805841","0","0","0","0","2025-09-24 08:56:05"
"182870","865357060806146","0","0","0","0","2025-09-24 08:56:12"
"182871","865357060804133","0","0","0","0","2025-09-24 08:56:26"
"182872","865357060805635","0","0","0","0","2025-09-24 08:56:37"
"182873","865357060803911","0","0","0","0","2025-09-24 08:56:44"
"182874","865357062793227","1309","0","0","0","2025-09-24 08:56:53"
"182875","865357060805841","0","0","0","0","2025-09-24 08:57:06"
"182876","865357060804919","0","0","0","0","2025-09-24 08:57:09"
"182877","865357060806146","0","0","0","0","2025-09-24 08:57:12"
"182878","865357060804133","0","0","0","0","2025-09-24 08:57:25"
"182879","865357060805635","0","0","0","0","2025-09-24 08:57:37"
"182880","865357060804919","0","0","0","0","2025-09-24 08:58:09"
"182881","865357060806146","0","0","0","0","2025-09-24 08:58:12"
"182882","865357062797293","251","251","100","43925","2025-09-24 08:58:23"
"182883","865357060803911","0","0","0","0","2025-09-24 08:58:53"
"182884","865357062793227","1311","0","0","0","2025-09-24 08:59:00"
"182885","865357060804919","0","0","0","0","2025-09-24 08:59:10"
"182886","865357060805841","0","0","0","0","2025-09-24 08:59:12"
"182887","865357060804133","0","0","0","0","2025-09-24 08:59:33"
"182888","865357060805635","0","0","0","0","2025-09-24 08:59:44"
"182889","865357060803911","0","0","0","0","2025-09-24 08:59:50"
"182890","865357062793227","1312","0","0","0","2025-09-24 09:00:00"
"182891","865357060805841","0","0","0","0","2025-09-24 09:00:12"
"182892","865357060806146","0","0","0","0","2025-09-24 09:00:20"
"182893","865357060804133","0","0","0","0","2025-09-24 09:00:31"
"182894","865357060805635","0","0","0","0","2025-09-24 09:00:44"
"182895","865357060803911","0","0","0","0","2025-09-24 09:00:50"
"182896","865357062793227","1313","0","0","0","2025-09-24 09:01:01"
"182897","865357060805841","0","0","0","0","2025-09-24 09:01:12"
"182898","865357060806146","0","0","0","0","2025-09-24 09:01:18"
"182899","865357060804919","0","0","0","0","2025-09-24 09:01:18"
"182900","865357060804133","0","0","0","0","2025-09-24 09:01:31"
"182901","865357060805635","0","0","0","0","2025-09-24 09:01:44"
"182902","865357060804919","0","0","0","0","2025-09-24 09:02:16"
"182903","865357060806146","0","0","0","0","2025-09-24 09:02:18"
"182904","865357060803911","0","0","0","0","2025-09-24 09:02:59"
"182905","865357062793227","1315","0","0","0","2025-09-24 09:03:09"
"182906","865357060804919","0","0","0","0","2025-09-24 09:03:17"
"182907","865357060805841","0","0","0","0","2025-09-24 09:03:19"
"182908","865357060804133","0","0","0","0","2025-09-24 09:03:38"
"182909","865357060805635","0","0","0","0","2025-09-24 09:03:51"
"182910","865357060803911","0","0","0","0","2025-09-24 09:03:57"
"182911","865357062793227","1316","0","0","0","2025-09-24 09:04:07"
"182912","865357060805841","0","0","0","0","2025-09-24 09:04:18"
"182913","865357060806146","0","0","0","0","2025-09-24 09:04:25"
"182914","865357060804133","0","0","0","0","2025-09-24 09:04:38"
"182915","865357060805635","0","0","0","0","2025-09-24 09:04:51"
"182916","865357060803911","0","0","0","0","2025-09-24 09:04:56"
"182917","865357062793227","1317","0","0","0","2025-09-24 09:05:07"
"182918","865357060805841","0","0","0","0","2025-09-24 09:05:19"
"182919","865357060806146","0","0","0","0","2025-09-24 09:05:24"
"182920","865357060804919","0","0","0","0","2025-09-24 09:05:26"
"182921","865357060804133","0","0","0","0","2025-09-24 09:05:37"
"182922","865357060805635","0","0","0","0","2025-09-24 09:05:51"
"182923","865357060804919","0","0","0","0","2025-09-24 09:06:23"
"182924","865357060806146","0","0","0","0","2025-09-24 09:06:24"
"182925","865357060803911","0","0","0","0","2025-09-24 09:07:05"
"182926","865357062793227","1319","0","0","0","2025-09-24 09:07:14"
"182927","865357060804919","0","0","0","0","2025-09-24 09:07:24"
"182928","865357060805841","0","0","0","0","2025-09-24 09:07:25"
"182929","865357060804133","0","0","0","0","2025-09-24 09:07:44"
"182930","865357060805635","0","0","0","0","2025-09-24 09:07:57"
"182931","865357060803911","0","0","0","0","2025-09-24 09:08:04"
"182932","865357062793227","1320","0","0","0","2025-09-24 09:08:13"
"182933","865357060805841","0","0","0","0","2025-09-24 09:08:26"
"182934","865357060806146","0","0","0","0","2025-09-24 09:08:31"
"182935","865357060804133","0","0","0","0","2025-09-24 09:08:44"
"182936","865357060805635","0","0","0","0","2025-09-24 09:08:57"
"182937","865357060803911","0","0","0","0","2025-09-24 09:09:06"
"182938","865357062793227","1321","0","0","0","2025-09-24 09:09:14"
"182939","865357060805841","0","0","0","0","2025-09-24 09:09:25"
"182940","865357060806146","0","0","0","0","2025-09-24 09:09:30"
"182941","865357060804919","0","0","0","0","2025-09-24 09:09:31"
"182942","865357060804133","0","0","0","0","2025-09-24 09:09:44"
"182943","865357060805635","0","0","0","0","2025-09-24 09:09:58"
"182944","865357060804919","0","0","0","0","2025-09-24 09:10:31"
"182945","865357060806146","0","0","0","0","2025-09-24 09:10:31"
"182946","865357060803911","0","0","0","0","2025-09-24 09:11:13"
"182947","865357062793227","1323","0","0","0","2025-09-24 09:11:20"
"182948","865357060804919","0","0","0","0","2025-09-24 09:11:30"
"182949","865357060804133","0","0","0","0","2025-09-24 09:11:53"
"182950","865357060805635","0","0","0","0","2025-09-24 09:12:04"
"182951","865357060803911","0","0","0","0","2025-09-24 09:12:10"
"182952","865357062793227","1324","0","0","0","2025-09-24 09:12:20"
"182953","865357060805841","0","0","0","0","2025-09-24 09:12:32"
"182954","865357060806146","0","0","0","0","2025-09-24 09:12:38"
"182955","865357060804133","0","0","0","0","2025-09-24 09:12:50"
"182956","865357060805635","0","0","0","0","2025-09-24 09:13:04"
"182957","865357060803911","0","0","0","0","2025-09-24 09:13:11"
"182958","865357062793227","1325","0","0","0","2025-09-24 09:13:20"
"182959","865357060805841","0","0","0","0","2025-09-24 09:13:32"
"182960","865357060806146","0","0","0","0","2025-09-24 09:13:36"
"182961","865357060804919","0","0","0","0","2025-09-24 09:13:39"
"182962","865357060804133","0","0","0","0","2025-09-24 09:13:50"
"182963","865357060805635","0","0","0","0","2025-09-24 09:14:04"
"182964","865357060806146","0","0","0","0","2025-09-24 09:14:37"
"182965","865357060804919","0","0","0","0","2025-09-24 09:14:37"
"182966","865357060803911","0","0","0","0","2025-09-24 09:15:17"
"182967","865357062793227","1328","0","0","0","2025-09-24 09:15:27"
"182968","865357060804869","57","57","100","9975","2025-09-24 09:15:36"
"182969","865357060804919","0","0","0","0","2025-09-24 09:15:38"
"182970","865357060805841","0","0","0","0","2025-09-24 09:15:42"
"182971","865357060804133","0","0","0","0","2025-09-24 09:15:56"
"182972","865357060805635","0","0","0","0","2025-09-24 09:16:11"
"182973","865357060803911","0","0","0","0","2025-09-24 09:16:16"
"182974","865357062793227","1329","0","0","0","2025-09-24 09:16:27"
"182975","865357060805841","0","0","0","0","2025-09-24 09:16:38"
"182976","865357060806146","0","0","0","0","2025-09-24 09:16:43"
"182977","865357060804133","0","0","0","0","2025-09-24 09:16:57"
"182978","865357060805635","0","0","0","0","2025-09-24 09:17:10"
"182979","865357060803911","0","0","0","0","2025-09-24 09:17:17"
"182980","865357062793227","1330","0","0","0","2025-09-24 09:17:27"
"182981","865357060805841","0","0","0","0","2025-09-24 09:17:39"
"182982","865357060806146","0","0","0","0","2025-09-24 09:17:43"
"182983","865357060804919","0","0","0","0","2025-09-24 09:17:47"
"182984","865357060804133","0","0","0","0","2025-09-24 09:17:56"
"182985","865357060805635","0","0","0","0","2025-09-24 09:18:11"
"182986","865357060806146","0","0","0","0","2025-09-24 09:18:44"
"182987","865357060804919","0","0","0","0","2025-09-24 09:18:45"
"182988","865357060803911","0","0","0","0","2025-09-24 09:19:24"
"182989","865357062793227","1332","0","0","0","2025-09-24 09:19:36"
"182990","865357060804919","0","0","0","0","2025-09-24 09:19:45"
"182991","865357060805841","0","0","0","0","2025-09-24 09:19:46"
"182992","865357060804133","0","0","0","0","2025-09-24 09:20:03"
"182993","865357060805635","0","0","0","0","2025-09-24 09:20:18"
"182994","865357060803911","0","0","0","0","2025-09-24 09:20:26"
"182995","865357062793227","1333","0","0","0","2025-09-24 09:20:34"
"182996","865357060805841","0","0","0","0","2025-09-24 09:20:45"
"182997","865357060806146","0","0","0","0","2025-09-24 09:20:49"
"182998","865357060804133","0","0","0","0","2025-09-24 09:21:03"
"182999","865357060805635","0","0","0","0","2025-09-24 09:21:18"
"183000","865357060803911","0","0","0","0","2025-09-24 09:21:24"
"183001","865357062793227","1334","0","0","0","2025-09-24 09:21:34"
"183002","865357060805841","0","0","0","0","2025-09-24 09:21:46"
"183003","865357060806146","0","0","0","0","2025-09-24 09:21:50"
"183004","865357060804919","0","0","0","0","2025-09-24 09:21:54"
"183005","865357060804133","0","0","0","0","2025-09-24 09:22:03"
"183006","865357060805635","0","0","0","0","2025-09-24 09:22:17"
"183007","865357060806146","0","0","0","0","2025-09-24 09:22:49"
"183008","865357060804919","0","0","0","0","2025-09-24 09:22:52"
"183009","865357060803911","0","0","0","0","2025-09-24 09:23:34"
"183010","865357062793227","1336","0","0","0","2025-09-24 09:23:43"
"183011","865357060804919","0","0","0","0","2025-09-24 09:23:52"
"183012","865357060805841","0","0","0","0","2025-09-24 09:23:54"
"183013","865357060804133","0","0","0","0","2025-09-24 09:24:09"
"183014","865357060805635","0","0","0","0","2025-09-24 09:24:24"
"183015","865357060803911","0","0","0","0","2025-09-24 09:24:30"
"183016","865357062793227","1337","0","0","0","2025-09-24 09:24:40"
"183017","865357060805841","0","0","0","0","2025-09-24 09:24:52"
"183018","865357060806146","0","0","0","0","2025-09-24 09:24:56"
"183019","865357060804133","0","0","0","0","2025-09-24 09:25:10"
"183020","865357060805635","0","0","0","0","2025-09-24 09:25:24"
"183021","865357060803911","0","0","0","0","2025-09-24 09:25:31"
"183022","865357062793227","1338","0","0","0","2025-09-24 09:25:41"
"183023","865357060805841","0","0","0","0","2025-09-24 09:25:52"
"183024","865357060806146","0","0","0","0","2025-09-24 09:25:55"
"183025","865357060804919","0","0","0","0","2025-09-24 09:26:00"
"183026","865357060804133","0","0","0","0","2025-09-24 09:26:10"
"183027","865357060805635","0","0","0","0","2025-09-24 09:26:25"
"183028","865357060806146","0","0","0","0","2025-09-24 09:26:55"
"183029","865357060804919","0","0","0","0","2025-09-24 09:26:59"
"183030","865357060803911","0","0","0","0","2025-09-24 09:27:39"
"183031","865357062793227","1340","0","0","0","2025-09-24 09:27:47"
"183032","865357060805841","0","0","0","0","2025-09-24 09:27:58"
"183033","865357060804919","0","0","0","0","2025-09-24 09:27:59"
"183034","865357060804133","0","0","0","0","2025-09-24 09:28:16"
"183035","865357060805635","0","0","0","0","2025-09-24 09:28:31"
"183036","865357060803911","0","0","0","0","2025-09-24 09:28:37"
"183037","865357062793227","1341","0","0","0","2025-09-24 09:28:47"
"183038","865357060805841","0","0","0","0","2025-09-24 09:28:58"
"183039","865357060806146","0","0","0","0","2025-09-24 09:29:02"
"183040","865357060804133","0","0","0","0","2025-09-24 09:29:15"
"183041","865357060805635","0","0","0","0","2025-09-24 09:29:31"
"183042","865357060803911","0","0","0","0","2025-09-24 09:29:36"
"183043","865357062793227","1342","0","0","0","2025-09-24 09:29:48"
"183044","865357060806146","0","0","0","0","2025-09-24 09:30:04"
"183045","865357060804919","0","0","0","0","2025-09-24 09:30:07"
"183046","865357060804133","0","0","0","0","2025-09-24 09:30:16"
"183047","865357060805635","0","0","0","0","2025-09-24 09:30:31"
"183048","865357060806146","0","0","0","0","2025-09-24 09:31:02"
"183049","865357060804919","0","0","0","0","2025-09-24 09:31:06"
"183050","865357060803911","0","0","0","0","2025-09-24 09:31:43"
"183051","865357062793227","1344","0","0","0","2025-09-24 09:31:55"
"183052","865357060805841","0","0","0","0","2025-09-24 09:32:05"
"183053","865357060804919","0","0","0","0","2025-09-24 09:32:06"
"183054","865357060804133","0","0","0","0","2025-09-24 09:32:22"
"183055","865357060805635","0","0","0","0","2025-09-24 09:32:37"
"183056","865357060803911","0","0","0","0","2025-09-24 09:32:43"
"183057","865357062793227","1345","0","0","0","2025-09-24 09:32:54"
"183058","865357060805841","0","0","0","0","2025-09-24 09:33:05"
"183059","865357060806146","0","0","0","0","2025-09-24 09:33:08"
"183060","865357060804133","0","0","0","0","2025-09-24 09:33:22"
"183061","865357060805635","0","0","0","0","2025-09-24 09:33:37"
"183062","865357060803911","0","0","0","0","2025-09-24 09:33:44"
"183063","865357062793227","1346","0","0","0","2025-09-24 09:33:55"
"183064","865357060805841","0","0","0","0","2025-09-24 09:34:05"
"183065","865357060806146","0","0","0","0","2025-09-24 09:34:08"
"183066","865357060804919","0","0","0","0","2025-09-24 09:34:15"
"183067","865357060804133","0","0","0","0","2025-09-24 09:34:22"
"183068","865357060805635","0","0","0","0","2025-09-24 09:34:38"
"183069","865357060806146","0","0","0","0","2025-09-24 09:35:08"
"183070","865357060804919","0","0","0","0","2025-09-24 09:35:13"
"183071","865357060803911","0","0","0","0","2025-09-24 09:35:50"
"183072","865357062793227","1348","0","0","0","2025-09-24 09:36:03"
"183073","865357060805841","0","0","0","0","2025-09-24 09:36:12"
"183074","865357060804919","0","0","0","0","2025-09-24 09:36:13"
"183075","865357060804133","0","0","0","0","2025-09-24 09:36:29"
"183076","865357060805635","0","0","0","0","2025-09-24 09:36:45"
"183077","865357060803911","0","0","0","0","2025-09-24 09:36:50"
"183078","865357062793227","1349","0","0","0","2025-09-24 09:37:01"
"183079","865357060805841","0","0","0","0","2025-09-24 09:37:11"
"183080","865357060806146","0","0","0","0","2025-09-24 09:37:15"
"183081","865357060804133","0","0","0","0","2025-09-24 09:37:28"
"183082","865357060805635","0","0","0","0","2025-09-24 09:37:44"
"183083","865357060803911","0","0","0","0","2025-09-24 09:37:51"
"183084","865357062793227","1350","0","0","0","2025-09-24 09:38:02"
"183085","865357060805841","0","0","0","0","2025-09-24 09:38:12"
"183086","865357060806146","0","0","0","0","2025-09-24 09:38:14"
"183087","865357060804919","0","0","0","0","2025-09-24 09:38:20"
"183088","865357060804133","0","0","0","0","2025-09-24 09:38:29"
"183089","865357060805635","0","0","0","0","2025-09-24 09:38:45"
"183090","865357060806146","0","0","0","0","2025-09-24 09:39:14"
"183091","865357060804919","0","0","0","0","2025-09-24 09:39:20"
"183092","865357060803911","0","0","0","0","2025-09-24 09:39:57"
"183093","865357062793227","1352","0","0","0","2025-09-24 09:40:08"
"183094","865357060805841","0","0","0","0","2025-09-24 09:40:20"
"183095","865357060804919","0","0","0","0","2025-09-24 09:40:21"
"183096","865357060804133","0","0","0","0","2025-09-24 09:40:34"
"183097","865357060805635","0","0","0","0","2025-09-24 09:40:51"
"183098","865357060803911","0","0","0","0","2025-09-24 09:40:57"
"183099","865357062793227","1353","0","0","0","2025-09-24 09:41:07"
"183100","865357060805841","0","0","0","0","2025-09-24 09:41:18"
"183101","865357060806146","0","0","0","0","2025-09-24 09:41:22"
"183102","865357060804133","0","0","0","0","2025-09-24 09:41:35"
"183103","865357060805635","0","0","0","0","2025-09-24 09:41:51"
"183104","865357060803911","0","0","0","0","2025-09-24 09:41:57"
"183105","865357062793227","1354","0","0","0","2025-09-24 09:42:08"
"183106","865357060805841","0","0","0","0","2025-09-24 09:42:19"
"183107","865357060806146","0","0","0","0","2025-09-24 09:42:20"
"183108","865357060804919","0","0","0","0","2025-09-24 09:42:27"
"183109","865357060804133","0","0","0","0","2025-09-24 09:42:35"
"183110","865357060805635","0","0","0","0","2025-09-24 09:42:51"
"183111","865357060806146","0","0","0","0","2025-09-24 09:43:21"
"183112","865357060804919","0","0","0","0","2025-09-24 09:43:28"
"183113","865357060803911","0","0","0","0","2025-09-24 09:44:04"
"183114","865357062793227","1356","0","0","0","2025-09-24 09:44:14"
"183115","865357060805841","0","0","0","0","2025-09-24 09:44:25"
"183116","865357060804919","0","0","0","0","2025-09-24 09:44:27"
"183117","865357060804133","0","0","0","0","2025-09-24 09:44:41"
"183118","865357060805635","0","0","0","0","2025-09-24 09:45:00"
"183119","865357060803911","0","0","0","0","2025-09-24 09:45:04"
"183120","865357062793227","1357","0","0","0","2025-09-24 09:45:15"
"183121","865357060805841","0","0","0","0","2025-09-24 09:45:25"
"183122","865357060806146","0","0","0","0","2025-09-24 09:45:27"
"183123","865357060804133","0","0","0","0","2025-09-24 09:45:41"
"183124","865357060805635","0","0","0","0","2025-09-24 09:45:58"
"183125","865357060803911","0","0","0","0","2025-09-24 09:46:04"
"183126","865357062793227","1358","0","0","0","2025-09-24 09:46:15"
"183127","865357060805841","0","0","0","0","2025-09-24 09:46:26"
"183128","865357060806146","0","0","0","0","2025-09-24 09:46:26"
"183129","865357060804919","0","0","0","0","2025-09-24 09:46:35"
"183130","865357060804133","0","0","0","0","2025-09-24 09:46:41"
"183131","865357060805635","0","0","0","0","2025-09-24 09:46:58"
"183132","865357060806146","0","0","0","0","2025-09-24 09:47:27"
"183133","865357060804919","0","0","0","0","2025-09-24 09:47:34"
"183134","865357060803911","0","0","0","0","2025-09-24 09:48:12"
"183135","865357062793227","1360","0","0","0","2025-09-24 09:48:22"
"183136","865357060805841","0","0","0","0","2025-09-24 09:48:32"
"183137","865357060804919","0","0","0","0","2025-09-24 09:48:35"
"183138","865357060804133","0","0","0","0","2025-09-24 09:48:48"
"183139","865357060805635","0","0","0","0","2025-09-24 09:49:06"
"183140","865357060803911","0","0","0","0","2025-09-24 09:49:10"
"183141","865357062793227","1361","0","0","0","2025-09-24 09:49:21"
"183142","865357060805841","0","0","0","0","2025-09-24 09:49:31"
"183143","865357060806146","0","0","0","0","2025-09-24 09:49:36"
"183144","865357060804133","0","0","0","0","2025-09-24 09:49:47"
"183145","865357060805635","0","0","0","0","2025-09-24 09:50:05"
"183146","865357060803911","0","0","0","0","2025-09-24 09:50:11"
"183147","865357062793227","1362","0","0","0","2025-09-24 09:50:22"
"183148","865357060805841","0","0","0","0","2025-09-24 09:50:32"
"183149","865357060806146","0","0","0","0","2025-09-24 09:50:32"
"183150","865357060804919","0","0","0","0","2025-09-24 09:50:44"
"183151","865357060804133","0","0","0","0","2025-09-24 09:50:47"
"183152","865357060805635","0","0","0","0","2025-09-24 09:51:04"
"183153","865357060806146","0","0","0","0","2025-09-24 09:51:33"
"183154","865357060804919","0","0","0","0","2025-09-24 09:51:42"
"183155","865357060803911","0","0","0","0","2025-09-24 09:52:19"
"183156","865357062793227","1365","0","0","0","2025-09-24 09:52:28"
"183157","865357060805841","0","0","0","0","2025-09-24 09:52:41"
"183158","865357060804919","0","0","0","0","2025-09-24 09:52:41"
"183159","865357060804133","0","0","0","0","2025-09-24 09:52:54"
"183160","865357060805635","0","0","0","0","2025-09-24 09:53:11"
"183161","865357060803911","0","0","0","0","2025-09-24 09:53:17"
"183162","865357062793227","1366","0","0","0","2025-09-24 09:53:29"
"183163","865357060805841","0","0","0","0","2025-09-24 09:53:39"
"183164","865357060806146","0","0","0","0","2025-09-24 09:53:41"
"183165","865357060804133","0","0","0","0","2025-09-24 09:53:54"
"183166","865357060805635","0","0","0","0","2025-09-24 09:54:11"
"183167","865357060803911","0","0","0","0","2025-09-24 09:54:17"
"183168","865357062793227","1367","0","0","0","2025-09-24 09:54:28"
"183169","865357060806146","0","0","0","0","2025-09-24 09:54:39"
"183170","865357060805841","0","0","0","0","2025-09-24 09:54:39"
"183171","865357060804919","0","0","0","0","2025-09-24 09:54:51"
"183172","865357060804133","0","0","0","0","2025-09-24 09:54:54"
"183173","865357060805635","0","0","0","0","2025-09-24 09:55:11"
"183174","865357060806146","0","0","0","0","2025-09-24 09:55:39"
"183175","865357060804919","0","0","0","0","2025-09-24 09:55:49"
"183176","865357060803911","0","0","0","0","2025-09-24 09:56:25"
"183177","865357062793227","1369","0","0","0","2025-09-24 09:56:36"
"183178","865357062797483","256","256","100","44800","2025-09-24 09:56:42"
"183179","865357060805841","0","0","0","0","2025-09-24 09:56:45"
"183180","865357060804919","0","0","0","0","2025-09-24 09:56:49"
"183181","865357060804133","0","0","0","0","2025-09-24 09:56:59"
"183182","865357060805635","0","0","0","0","2025-09-24 09:57:20"
"183183","865357060803911","0","0","0","0","2025-09-24 09:57:24"
"183184","865357062793227","1370","0","0","0","2025-09-24 09:57:35"
"183185","865357060805841","0","0","0","0","2025-09-24 09:57:45"
"183186","865357060806146","0","0","0","0","2025-09-24 09:57:46"
"183187","865357060804133","0","0","0","0","2025-09-24 09:58:00"
"183188","865357060805635","0","0","0","0","2025-09-24 09:58:18"
"183189","865357060803911","0","0","0","0","2025-09-24 09:58:26"
"183190","865357062793227","1371","0","0","0","2025-09-24 09:58:35"
"183191","865357060805841","0","0","0","0","2025-09-24 09:58:45"
"183192","865357060806146","0","0","0","0","2025-09-24 09:58:46"
"183193","865357060804919","0","0","0","0","2025-09-24 09:58:56"
"183194","865357060804133","0","0","0","0","2025-09-24 09:59:00"
"183195","865357060805635","0","0","0","0","2025-09-24 09:59:18"
"183196","865357060806146","0","0","0","0","2025-09-24 09:59:45"
"183197","865357060804919","0","0","0","0","2025-09-24 09:59:56"
"183198","865357060803911","0","0","0","0","2025-09-24 10:00:31"
"183199","865357062793227","1373","0","0","0","2025-09-24 10:00:42"
"183200","865357060805841","0","0","0","0","2025-09-24 10:00:52"
"183201","865357060804919","0","0","0","0","2025-09-24 10:00:56"
"183202","865357060804133","0","0","0","0","2025-09-24 10:01:06"
"183203","865357060805635","0","0","0","0","2025-09-24 10:01:24"
"183204","865357060803911","0","0","0","0","2025-09-24 10:01:30"
"183205","865357062793227","1374","0","0","0","2025-09-24 10:01:42"
"183206","865357060805841","0","0","0","0","2025-09-24 10:01:52"
"183207","865357060806146","0","0","0","0","2025-09-24 10:01:53"
"183208","865357060804133","0","0","0","0","2025-09-24 10:02:06"
"183209","865357060805635","0","0","0","0","2025-09-24 10:02:25"
"183210","865357060803911","0","0","0","0","2025-09-24 10:02:30"
"183211","865357062793227","1375","0","0","0","2025-09-24 10:02:42"
"183212","865357060806146","0","0","0","0","2025-09-24 10:02:52"
"183213","865357060805841","0","0","0","0","2025-09-24 10:02:52"
"183214","865357060804919","0","0","0","0","2025-09-24 10:03:03"
"183215","865357060804133","0","0","0","0","2025-09-24 10:03:07"
"183216","865357060805635","0","0","0","0","2025-09-24 10:03:25"
"183217","865357060806146","0","0","0","0","2025-09-24 10:03:51"
"183218","865357060804919","0","0","0","0","2025-09-24 10:04:02"
"183219","865357060803911","0","0","0","0","2025-09-24 10:04:40"
"183220","865357062793227","1377","0","0","0","2025-09-24 10:04:50"
"183221","865357060805841","0","0","0","0","2025-09-24 10:05:00"
"183222","865357060804919","0","0","0","0","2025-09-24 10:05:03"
"183223","865357060804133","0","0","0","0","2025-09-24 10:05:12"
"183224","865357060805635","0","0","0","0","2025-09-24 10:05:34"
"183225","865357060803911","0","0","0","0","2025-09-24 10:05:38"
"183226","865357062793227","1378","0","0","0","2025-09-24 10:05:48"
"183227","865357060805841","0","0","0","0","2025-09-24 10:05:58"
"183228","865357060806146","0","0","0","0","2025-09-24 10:06:01"
"183229","865357060804133","0","0","0","0","2025-09-24 10:06:13"
"183230","865357060805635","0","0","0","0","2025-09-24 10:06:31"
"183231","865357060803911","0","0","0","0","2025-09-24 10:06:37"
"183232","865357062793227","1379","0","0","0","2025-09-24 10:06:49"
"183233","865357060806146","0","0","0","0","2025-09-24 10:06:57"
"183234","865357060805841","0","0","0","0","2025-09-24 10:06:59"
"183235","865357060804919","0","0","0","0","2025-09-24 10:07:10"
"183236","865357060804133","0","0","0","0","2025-09-24 10:07:12"
"183237","865357060805635","0","0","0","0","2025-09-24 10:07:31"
"183238","865357060806146","0","0","0","0","2025-09-24 10:07:58"
"183239","865357060804919","0","0","0","0","2025-09-24 10:08:10"
"183240","865357060803911","0","0","0","0","2025-09-24 10:08:47"
"183241","865357062793227","1381","0","0","0","2025-09-24 10:08:58"
"183242","865357060805841","0","0","0","0","2025-09-24 10:09:05"
"183243","865357060804919","0","0","0","0","2025-09-24 10:09:10"
"183244","865357060804133","0","0","0","0","2025-09-24 10:09:19"
"183245","865357060805635","0","0","0","0","2025-09-24 10:09:40"
"183246","865357060803911","0","0","0","0","2025-09-24 10:09:43"
"183247","865357062793227","1382","0","0","0","2025-09-24 10:09:55"
"183248","865357060805841","0","0","0","0","2025-09-24 10:10:05"
"183249","865357060806146","0","0","0","0","2025-09-24 10:10:07"
"183250","865357060804133","0","0","0","0","2025-09-24 10:10:19"
"183251","865357060805635","0","0","0","0","2025-09-24 10:10:38"
"183252","865357060803911","0","0","0","0","2025-09-24 10:10:44"
"183253","865357062793227","1383","0","0","0","2025-09-24 10:10:56"
"183254","865357060806146","0","0","0","0","2025-09-24 10:11:04"
"183255","865357060805841","0","0","0","0","2025-09-24 10:11:05"
"183256","865357060804919","0","0","0","0","2025-09-24 10:11:17"
"183257","865357060804133","0","0","0","0","2025-09-24 10:11:19"
"183258","865357060805635","0","0","0","0","2025-09-24 10:11:38"
"183259","865357060806146","0","0","0","0","2025-09-24 10:12:03"
"183260","865357060804919","0","0","0","0","2025-09-24 10:12:17"
"183261","865357062793888","123","122","99","21350","2025-09-24 10:12:52"
"183262","865357060803911","0","0","0","0","2025-09-24 10:12:53"
"183263","865357062793227","1385","0","0","0","2025-09-24 10:13:03"
"183264","865357060805841","0","0","0","0","2025-09-24 10:13:12"
"183265","865357060804919","0","0","0","0","2025-09-24 10:13:17"
"183266","865357060804133","0","0","0","0","2025-09-24 10:13:25"
"183267","865357060805635","0","0","0","0","2025-09-24 10:13:46"
"183268","865357060803911","0","0","0","0","2025-09-24 10:13:51"
"183269","865357062793227","1386","0","0","0","2025-09-24 10:14:02"
"183270","865357060806146","0","0","0","0","2025-09-24 10:14:10"
"183271","865357060805841","0","0","0","0","2025-09-24 10:14:12"
"183272","865357060804133","0","0","0","0","2025-09-24 10:14:26"
"183273","865357060805635","0","0","0","0","2025-09-24 10:14:44"
"183274","865357060803911","0","0","0","0","2025-09-24 10:14:51"
"183275","865357062793227","1387","0","0","0","2025-09-24 10:15:03"
"183276","865357060806146","0","0","0","0","2025-09-24 10:15:10"
"183277","865357060805841","0","0","0","0","2025-09-24 10:15:12"
"183278","865357060804919","0","0","0","0","2025-09-24 10:15:24"
"183279","865357060804133","0","0","0","0","2025-09-24 10:15:25"
"183280","865357060805635","0","0","0","0","2025-09-24 10:15:45"
"183281","865357060806146","0","0","0","0","2025-09-24 10:16:10"
"183282","865357060804919","0","0","0","0","2025-09-24 10:16:24"
"183283","865357060803911","0","0","0","0","2025-09-24 10:17:00"
"183284","865357062793227","1389","0","0","0","2025-09-24 10:17:09"
"183285","865357060805841","0","0","0","0","2025-09-24 10:17:21"
"183286","865357060804919","0","0","0","0","2025-09-24 10:17:24"
"183287","865357060804133","0","0","0","0","2025-09-24 10:17:34"
"183288","865357060805635","0","0","0","0","2025-09-24 10:17:51"
"183289","865357060803911","0","0","0","0","2025-09-24 10:17:57"
"183290","865357062793227","1390","0","0","0","2025-09-24 10:18:10"
"183291","865357060806146","0","0","0","0","2025-09-24 10:18:16"
"183292","865357060805841","0","0","0","0","2025-09-24 10:18:18"
"183293","865357060804133","0","0","0","0","2025-09-24 10:18:32"
"183294","865357060805635","0","0","0","0","2025-09-24 10:18:52"
"183295","865357060803911","0","0","0","0","2025-09-24 10:18:58"
"183296","865357062793227","1391","0","0","0","2025-09-24 10:19:09"
"183297","865357060806146","0","0","0","0","2025-09-24 10:19:16"
"183298","865357060805841","0","0","0","0","2025-09-24 10:19:19"
"183299","865357060804133","0","0","0","0","2025-09-24 10:19:32"
"183300","865357060804919","0","0","0","0","2025-09-24 10:19:34"
"183301","865357060805635","0","0","0","0","2025-09-24 10:19:51"
